X13A1 X13A2 X13A3 IC39A1 IC39A2 IC39A3 genenames
200 189 184 84 101 106 NA
764 703 781 445 574 669 SALL3
96 88 78 53 62 49 NA
2629 2075 2405 1725 2009 2171 ATP9B
44 33 27 34 30 54 NA
71 46 59 56 84 80 NA
77 64 73 85 93 108 NA
307 236 261 76 82 91 NFATC1
595 483 562 319 353 379 CTDP1-DT
1223 1150 1209 866 1092 1382 CTDP1
1117 852 975 716 987 1114 SLC66A2
120 126 140 133 195 157 HSBP1L1
2438 2075 2578 1947 2249 2345 TXNL4A
119 90 87 88 110 100 NA
1127 981 1102 808 940 986 RBFA
138 100 146 94 103 141 RBFADN
6321 5645 6118 3129 3709 3697 ADNP2
494 389 388 476 540 659 PARD6G-AS1
1504 1345 1457 1176 1418 1492 PARD6G
39 31 52 53 74 60 NA
168 128 184 248 277 283 NA
154 133 121 113 156 142 NA
55 53 46 26 41 31 NA
685 598 648 589 691 815 MIER2
405 276 302 325 401 457 C2CD4C
1127 772 794 531 691 731 SHC2
38 28 43 38 45 28 NA
213 189 199 181 259 267 TPGS1
2776 2297 2591 2163 2979 3211 CDC34
326 344 356 259 318 329 NA
15839 14060 15012 8207 11682 12767 BSG
47 38 21 54 72 108 HCN2
1843 1505 1624 878 1158 1366 POLRMT
49 57 61 35 41 25 NA
1038 932 1002 655 843 1023 RNF126
252 177 233 158 185 192 FSTL3
2888 2273 2506 3310 4621 5276 PALM
23 24 41 59 50 63 NA
11495 10395 11507 5353 6540 7052 PTBP1
1328 1165 1259 1352 1977 2184 PLPPR3
24 20 17 43 66 57 CFD
1598 1370 1402 1143 1649 1976 MED16
913 796 873 651 928 1042 R3HDM4
1779 1466 1763 705 911 1058 ARID3A
765 658 674 502 736 790 WDR18
2357 2008 2080 1025 1500 1742 TMEM259
8247 7757 8658 3873 5164 5470 CNN2
265 212 220 336 449 552 ABCA7
169 155 150 101 135 150 ARHGAP45
3268 3013 3307 2112 2992 3332 POLR2E
5659 4704 5330 3475 4971 5480 GPX4
827 802 819 475 675 705 SBNO2
2102 1754 2079 1348 1606 1925 STK11
881 703 761 534 785 1023 CBARP
67 52 74 22 32 38 NA
1034 858 994 544 776 1006 ATP5F1D
55 50 53 55 77 71 NA
7103 6186 6944 7560 9541 11682 MIDN
14538 12651 13818 6609 8298 8645 CIRBP
112 70 90 93 110 102 CIRBP-AS1
32 39 46 37 49 43 NA
408 366 406 661 857 1030 EFNA2
37 31 28 43 60 76 NA
2659 2121 2367 1949 2286 2486 PWWP3A
101 73 103 56 69 92 NDUFS7
36 27 37 18 38 46 NA
349 301 354 169 209 204 GAMT
5069 4349 4926 3146 3695 4007 DAZAP1
24826 20711 23451 6767 10558 10819 RPS15
103 81 94 83 122 96 NA
20 25 27 56 57 51 NA
2373 2214 2394 5399 7323 9583 APC2
68 64 75 54 60 74 NA
658 509 588 406 589 657 C19orf25
362 240 282 116 163 230 PCSK4
235 183 199 157 194 207 REEP6
3178 2773 3180 2210 2853 3489 MEX3D
1316 1195 1352 1354 1921 2363 MBD3
398 347 401 243 292 327 UQCR11
8843 7543 8673 7440 9417 10957 TCF3
81 75 51 74 70 86 ONECUT3
93 69 93 32 39 29 ATP8B3
980 859 940 795 1162 1314 REXO1
66 49 58 64 49 76 LOC100288123
290 256 275 177 250 304 KLF16
87 54 70 24 34 23 NA
1931 1666 1743 1063 1505 1649 ABHD17A
1390 1305 1369 977 1405 1606 SCAMP4
45 36 46 55 56 83 ADAT3
47 49 48 27 34 27 NA
4359 3729 4232 2983 3686 4114 CSNK1G2
84 53 89 68 97 83 CSNK1G2-AS1
4182 3401 3746 2083 2932 3621 BTBD2
4256 3338 3831 1866 2485 2783 MKNK2
1125 1010 1076 1481 1930 2031 MOB3A
84 78 93 48 75 64 IZUMO4
5763 5264 5889 5111 6641 7495 AP3D1
3908 3201 3456 2686 3163 4073 DOT1L
1715 1488 1659 1092 1490 1518 PLEKHJ1
3096 2724 3041 1757 2378 3066 SF3A2
158 120 147 125 131 191 AMH
6922 5880 6761 2945 3838 3782 OAZ1
94 66 56 14 30 36 LINGO3
2543 2245 2555 1009 1427 1527 LSM7
1569 1380 1498 819 1079 1232 SPPL2B
204 113 153 80 106 129 TMPRSS9
1411 1357 1381 711 1116 1155 TIMM13
10508 9606 11083 9209 11414 12513 LMNB2
249 219 252 23 31 30 GADD45B
595 536 490 355 414 461 GNG7
540 529 554 1051 1322 1443 DIRAS1
39 18 32 42 77 68 NA
267 291 287 277 396 496 SLC39A3
3056 2540 2908 2379 3317 3750 SGTA
2261 1987 2178 1317 1569 1701 THOP1
518 432 447 306 303 340 ZNF554
1493 1151 1260 828 930 1017 ZNF555
83 47 70 29 41 36 NA
69 44 44 43 47 34 NA
519 436 474 279 328 357 ZNF77
74 82 55 35 49 50 NA
62 49 48 42 51 62 TLE2
3136 2502 2953 2281 2883 3322 TLE5
1106 1011 1127 1168 1474 1795 GNA11
1045 1047 1111 782 1119 1292 NCLN
512 393 380 1611 1880 2172 CELF5
261 264 276 361 480 550 NFIC
151 142 185 134 193 210 DOHH
2271 2082 2245 1857 2395 2628 FZR1
641 563 595 609 822 960 MFSD12
49 53 49 43 73 69 TEKTIP1
1694 1324 1498 974 1327 1457 HMG20B
697 656 730 530 587 822 CACTIN
1855 1588 1798 1618 2116 2606 PIP5K1C
30 36 25 32 41 36 TJP3
444 318 399 216 276 322 APBA3
578 508 531 337 420 398 MRPL54
147 115 144 136 188 201 ZFR2
445 297 334 2444 2976 3291 ATCAY
1953 1595 1736 888 1361 1298 DAPK3
117615 95501 106740 48647 62240 68626 EEF2
1699 1411 1612 999 1397 1517 PIAS4
963 941 967 672 878 1058 ZBTB7A
109 92 103 103 110 165 NA
45 27 60 58 55 64 NA
4110 3586 3905 2371 3108 3316 MAP2K2
546 492 578 424 576 681 SIRT6
406 394 419 287 421 509 YJU2
61 48 29 135 185 217 SHD
586 555 574 603 864 923 FSD1
341 282 345 140 179 200 STAP2
374 308 313 251 372 394 MPND
74 55 62 52 87 59 NA
3109 2617 2923 1753 2328 2598 SH3GL1
24 21 32 32 30 39 NA
3488 3202 3745 2621 3159 3494 CHAF1A
1412 1231 1342 1281 1485 1715 UBXN6
64 94 95 82 114 131 NA
5085 4500 5134 2837 3506 4041 HDGFL2
123 92 138 100 154 170 PLIN4
58 63 62 76 87 88 PLIN5
1072 639 671 451 637 735 SEMA6B
647 503 538 434 486 580 TNFAIP8L1
759 788 821 567 715 740 MYDGF
779 762 815 924 1119 1291 DPP9
59 49 55 58 63 65 DPP9-AS1
7 4 4 38 47 56 MIR7-3HG
233 196 245 363 404 394 FEM1A
1200 1021 1017 555 839 893 PLIN3
6866 7064 7903 8322 10269 10850 UHRF1
4114 3298 3885 3160 3888 4334 KDM4B
28813 23427 25443 21986 27963 32480 PTPRS
35 31 33 43 49 67 NA
20 14 29 33 38 40 NA
46 41 28 45 48 62 LOC105372253
67 60 45 86 86 109 NA
100 59 73 105 153 129 NA
50 26 32 33 69 44 TINCR
2166 1775 2102 2076 2346 2699 SAFB2
6475 5588 6252 5565 6662 7206 SAFB
17581 13901 16456 4495 6541 6831 RPL36
394 327 413 252 358 429 MICOS13
437 332 381 302 305 364 HSD11B1L
2132 2009 2069 1613 1981 2170 LONP1
449 438 498 341 539 598 DUS3L
334 245 303 206 224 257 NDUFA11
215 136 162 118 102 130 VMAC
150 105 127 104 143 112 NA
64 37 34 24 41 37 CAPS
2665 2375 2586 2238 2706 3080 RANBP3
64 37 53 47 62 63 NA
92 76 71 66 83 88 RANBP3-DT
993 818 914 705 867 988 RFX2
49 53 64 53 71 75 NA
318 204 259 217 292 283 ACSBG2
3580 3236 3616 4370 5699 6585 MLLT1
848 699 787 467 727 808 CLPP
1422 1145 1307 490 760 785 ALKBH7
223 161 191 168 260 272 PSPN
2831 2476 2691 2160 2750 2936 GTF2F1
12322 11070 12534 9265 10891 12654 KHSRP
60 49 64 39 53 60 SLC25A41
2050 1754 1785 1589 2203 2382 SLC25A23
197 130 140 440 670 798 TUBB4A
928 809 787 385 508 568 GPR108
1175 1016 1166 383 475 521 TRIP10
919 819 1003 930 990 1030 ZNF557
82 57 64 49 81 88 NA
1644 1376 1546 1578 1747 1973 INSR
2009 1753 1825 1579 1950 2180 ARHGEF18
129 119 120 82 68 99 PEX11G
500 470 462 405 631 735 ZNF358
190 145 174 178 248 263 MCOLN1
1078 937 1009 413 523 678 PNPLA6
152 119 149 716 901 1164 CAMSAP3
2093 1771 1874 1102 1508 1758 XAB2
152 96 147 111 124 121 PET100
42 40 33 29 49 44 PCP2
286 228 238 138 185 186 TRAPPC5
770 674 750 869 1111 1334 EVI5L
1510 1383 1402 1666 2291 3011 PRR36
1670 1448 1628 1071 1427 1500 MAP2K7
473 398 438 269 382 478 SNAPC2
1205 1142 1210 1356 2286 2985 CTXN1
1274 1201 1312 919 1165 1266 TIMM44
61 68 69 30 52 42 NA
7522 6621 7494 6031 6906 7396 ELAVL1
161 143 158 71 84 85 LOC105372266
2031 1640 1691 1485 1843 2208 FBN3
1059 816 854 514 626 707 CERS4
350 385 378 338 479 496 CD320
30 36 28 48 66 55 NDUFA7
13252 11590 12950 3013 4794 4942 RPS28
78 60 86 61 80 79 ANGPTL4
186 118 151 97 111 138 RAB11B-AS1
2200 2059 2299 2119 2904 3376 RAB11B
599 448 460 288 376 426 MARCHF2
48 31 42 29 44 53 NA
9192 9665 11024 12488 15110 15402 HNRNPM
40 27 35 47 63 55 PRAM1
371 272 336 278 378 484 ZNF414
306 266 275 195 231 191 MYO1F
1159 802 885 1094 1465 1543 ADAMTS10
131 84 71 81 99 120 NA
1665 1472 1524 1398 1617 1699 ZNF317
786 615 735 516 581 549 ZNF699
1385 1194 1337 1233 1275 1288 ZNF559
96 80 80 82 94 85 ZNF559-ZNF177
125 113 121 114 139 126 NA
66 62 56 71 101 99 NA
2504 1851 2204 1411 1530 1627 ZNF266
156 148 148 154 187 182 NA
2640 2188 2432 1884 1905 2074 ZNF426
63 62 42 21 28 37 ZNF426-DT
10814 9364 10808 5137 5473 5726 ZNF121
2877 2467 2875 1915 2035 2042 ZNF561
501 419 484 553 657 640 ZNF561-AS1
709 590 673 656 758 812 ZNF562
35 18 16 42 42 38 NA
447 367 396 460 501 521 ZNF846
53 43 50 32 31 46 NA
820 734 681 416 485 577 FBXL12
3540 3121 3843 1484 2038 1946 UBL5
2387 1962 2391 1628 2142 2372 PIN1
436 336 365 732 936 1034 OLFM2
232 227 229 183 337 303 COL5A3
128 105 134 115 113 170 PPAN
79 53 67 67 90 84 P2RY11
3201 2683 3021 1728 2297 2594 EIF3G
6609 6225 6887 6814 7933 8631 DNMT1
692 639 702 380 406 487 S1PR2
526 480 481 293 455 410 MRPL4
133 147 166 10 15 17 ICAM1
611 521 579 587 785 972 RAVER1
1180 1037 1074 870 1219 1220 TYK2
3924 3594 4066 2336 2961 3276 CDC37
94 77 82 89 113 133 PDE4A
1373 1250 1268 1164 1549 1588 KEAP1
397 348 380 331 453 527 ATG4D
1000 940 1009 738 912 1023 KRI1
273 168 227 335 404 449 CDKN2D
7334 6037 6193 3380 4302 4617 SLC44A2
657 521 581 343 399 529 ILF3-DT
30130 27160 29865 27108 31789 33922 ILF3
781 727 754 561 799 858 QTRT1
4753 4017 4541 3182 3945 4460 DNM2
239 191 192 115 165 164 TMED1
3645 3168 3460 1997 2462 2887 CARM1
356 281 300 175 217 263 YIPF2
451 393 469 322 398 482 TIMM29
16464 14477 15859 15249 19543 21972 SMARCA4
44 31 39 76 107 66 NA
37 27 27 36 71 51 RN7SL192P
7083 6053 6696 4306 5183 5682 LDLR
101 95 107 43 44 58 NA
2495 2210 2474 1771 2240 2279 SPC24
1069 963 1065 667 769 956 KANK2
67 56 56 16 17 17 NA
1673 1329 1345 355 468 517 DOCK6
720 589 602 755 957 1018 RAB3D
159 138 146 49 78 95 TMEM205
224 166 199 58 105 126 CCDC159
579 502 508 669 1011 1064 PLPPR2
100 73 93 37 40 55 SWSAP1
207 188 213 79 86 109 EPOR
83 65 54 89 103 128 ODAD3
7724 6738 7296 4115 5692 6450 PRKCSH
1256 1031 1139 6835 8126 9433 ELAVL3
179 156 146 161 235 243 ZNF653
1002 780 871 820 1075 1150 ECSIT
578 492 518 56 72 88 CNN1
1158 1018 1192 794 1125 1090 ELOF1
2057 1764 2014 1805 1972 1932 ZNF627
717 598 635 530 627 551 ZNF833P
270 225 226 166 216 207 NA
923 765 887 472 497 490 ZNF823
2063 1567 1794 825 823 918 ZNF441
673 540 610 583 672 663 ZNF491
1636 1363 1575 987 1096 1122 ZNF440
1475 1223 1481 1085 1118 1247 ZNF439
451 295 345 365 408 427 NA
1632 1472 1797 2405 2728 2944 ZNF69
1282 1013 1212 728 799 780 ZNF700
59 57 55 72 72 61 NA
117 101 75 79 105 102 ZNF763
526 477 535 537 651 647 ZNF433-AS1
523 420 493 467 532 550 ZNF433
108 71 93 70 101 94 ZNF878
456 439 426 410 552 514 ZNF844
121 108 129 79 74 102 NA
567 515 544 479 528 542 NA
159 141 156 153 159 144 ZNF20
44 33 47 40 50 42 NA
126 123 151 85 131 137 NA
63 44 63 53 39 38 ZNF625
948 777 1011 719 717 732 ZNF136
201 193 169 133 174 170 LOC100289333
1429 1214 1269 1283 1320 1387 ZNF44
38 30 13 40 33 48 RPS2P53
199 178 221 56 77 97 ZNF563
539 519 563 390 448 461 ZNF442
463 394 417 315 307 246 ZNF799
1061 907 1054 741 828 882 ZNF443
66 35 65 78 84 81 ZNF709
73 39 68 87 105 118 MTND2P40
45 36 55 61 75 77 MTATP6P27
124 94 101 90 107 114 ZNF564
20 19 20 32 48 28 NA
490 419 517 408 435 483 ZNF490
1393 1153 1375 1210 1315 1347 ZNF791
1068 934 1053 591 796 860 MAN2B1
100 100 88 59 112 108 WDR83
135 111 130 83 84 100 DHPS
269 237 293 199 310 268 FBXW9
5265 4225 4624 4108 5056 5594 TNPO2
113 86 92 45 37 39 SNORD41
4818 4336 4867 3083 4069 4565 TRIR
1549 1417 1803 945 1336 1358 GET3
416 333 382 306 324 487 HOOK2
197 190 182 41 73 97 JUNB
4224 3731 3989 3003 4204 4426 PRDX2
256 190 221 1100 1550 1705 MAST1
134 77 89 80 93 110 DNASE2
537 488 548 485 603 662 GCDH
60 57 52 39 50 40 SYCE2
1200 1097 1083 823 1161 1297 FARSA
14523 12173 13418 10907 12839 13760 CALR
1201 993 1078 830 1029 1261 RAD23A
920 892 1025 468 618 816 GADD45GIP1
48 49 45 64 105 109 NFIX
1057 871 1023 666 895 927 TRMT1
2300 2174 2460 1753 2243 2717 NACC1
25 25 33 36 44 33 NA
841 739 870 490 715 681 STX10
794 648 778 376 462 473 IER2
611 419 436 601 741 757 CACNA1A
1118 863 979 718 936 1100 YJU2B
289 233 272 171 196 232 MRI1
1788 1520 1674 829 1115 1103 C19orf53
750 568 617 495 671 778 ZSWIM4
56 57 35 42 56 46 NA
225 177 213 156 165 197 NA
6 7 3 35 43 72 NANOS3
284 281 280 259 376 419 BRME1
559 495 510 568 701 811 CC2D1A
1843 1628 1865 1220 1798 1862 DCAF15
468 453 429 580 791 1003 RFX1
261 200 235 47 45 54 IL27RA
174 158 160 102 118 141 PALM3
126 112 131 42 50 53 MISP3
1279 1148 1260 1281 1760 1919 SAMD1
2786 2328 2594 2597 3168 3557 PRKACA
964 912 983 649 783 832 ASF1B
294 290 319 277 330 368 ADGRL1-AS1
3721 2909 3339 3482 4558 5188 ADGRL1
193 127 128 48 32 37 NA
57 41 62 42 60 69 ADGRE5
2056 2045 2241 1907 2310 2508 DDX39A
3027 2624 2967 2135 2861 3098 PKN1
2150 1784 2063 1404 1901 1984 GIPC1
71 81 93 76 68 86 NA
2934 2677 3006 2598 3142 3289 DNAJB1
1435 1371 1416 867 1193 1401 TECR
1420 1291 1426 590 1015 983 NDUFB7
1604 1282 1363 1014 1166 1199 ZNF333
563 441 478 297 415 336 SLC1A6
726 659 674 440 589 667 SYDE1
1591 1220 1379 703 937 918 ILVBL
8132 7125 7378 6448 9080 10573 NOTCH3
8840 7705 8367 6561 8076 9828 BRD4
24 26 26 40 51 54 NA
69 65 66 55 85 75 LOC124904643
35 44 31 38 66 63 NA
1510 1354 1521 1237 1430 1688 AKAP8
57 44 42 47 58 64 NA
2849 2309 2631 1310 1647 1967 AKAP8L
58 51 49 89 97 83 NA
2985 2668 2886 2977 4173 4738 WIZ
19086 17592 20350 10060 10897 11986 TPM4
113 98 102 53 82 80 NA
52 22 49 47 56 48 NA
919 823 891 684 840 959 RAB8A
54 49 56 33 37 62 NA
1310 1183 1313 731 868 1030 FAM32A
2396 2175 2299 2341 2909 3060 AP1M1
2627 2337 2464 2231 2605 2826 EPS15L1
184 161 166 137 163 198 NA
49 33 56 58 53 72 NA
437 361 387 373 419 474 C19orf44
1348 1270 1345 988 1326 1763 CHERP
236 183 235 88 93 83 NA
794 724 812 1022 1143 1245 SLC35E1
148 110 132 120 143 132 LOC105372295
221 173 195 164 196 223 MED26
26 14 18 41 37 30 NA
38 51 54 71 76 63 NA
165 133 129 130 129 115 NA
225 190 146 187 179 179 NA
1567 1274 1526 1079 1208 1191 SMIM7
311 275 291 273 328 313 NA
205 211 198 189 228 198 NA
74 54 56 65 80 67 TMEM38A
2495 2109 2343 2109 2566 2976 SIN3B
30 28 27 52 50 44 NA
988 873 974 477 651 674 CPAMD8
833 735 839 606 721 693 HAUS8
4304 3522 3915 4131 5241 5951 MYO9B
39 29 24 63 58 74 NA
401 264 388 330 460 425 USE1
186 149 174 72 120 114 OCEL1
1219 1044 1159 901 1252 1463 NR2F6
696 574 608 453 485 495 BABAM1
111 105 127 59 95 103 ANKLE1
287 279 290 248 300 395 ABHD8
814 663 796 296 392 435 MRPL34
1167 1078 1252 997 1454 1379 DDA1
933 695 856 997 1141 1477 ANO8
649 524 611 269 373 374 GTPBP3
77 54 55 3 6 3 BST2
735 655 749 435 610 704 MVB12A
66 50 38 28 25 39 TMEM221
740 597 601 496 668 753 SLC27A1
182 120 142 152 174 199 PGLS-DT
1508 1343 1309 793 1058 1234 PGLS
32 28 30 34 35 41 NIBAN3
3781 3390 3485 2284 3028 3210 COLGALT1
561 468 516 1972 2283 2603 UNC13A
1142 1043 1123 741 1219 1298 MAP1S
819 627 627 543 711 852 FCHO1
199 128 129 54 79 73 JAK3
24907 21203 23681 6422 9412 9717 RPL18A
1691 1534 1757 1168 1597 1786 CCDC124
171 106 101 570 691 829 KCNN1
537 466 447 426 607 690 MAST3
322 341 316 199 262 270 MPV17L2
157 110 102 351 474 517 RAB3A
72 54 67 20 19 18 NA
323 257 289 730 918 1032 IQCN
1928 1418 1627 1001 1363 2037 JUND
128 96 107 67 66 64 NA
5364 4640 5092 2181 3064 3274 LSM4
673 414 576 756 980 954 PGPEP1
28 42 46 4 9 5 GDF15
856 768 840 662 1009 1166 SSBP4
4089 3378 3770 1862 2798 3024 ISYNA1
505 414 510 294 386 402 ELL
5845 4910 5269 2471 3384 3712 FKBP8
1071 797 963 411 546 637 KXD1
96 84 54 29 47 45 NA
13743 11736 13993 5458 6898 7219 UBA52
55 57 64 44 49 35 CRLF1
768 677 738 370 502 513 REX1BD
156 115 102 192 267 339 TMEM59L
307 243 301 245 286 334 KLHL26
1802 1431 1617 1426 1869 2192 CRTC1
3640 3213 3580 3213 3955 4576 UPF1
132 131 149 165 245 259 CERS1
29 29 37 52 58 61 NA
1227 1078 1262 698 988 1044 COPE
726 698 760 822 1026 1090 DDX49
745 672 674 354 651 674 HOMER3
236 164 180 70 75 71 NA
10525 8539 9362 7653 8575 9318 SUGP2
734 720 805 695 1018 1115 ARMC6
338 263 293 183 249 256 SLC25A42
747 565 578 291 477 532 TMEM161A
284 221 221 251 319 315 BORCS8
1143 1046 1119 447 654 684 RFXANK
150 196 213 98 161 158 NR2C2AP
3296 2679 2949 4753 5976 6729 NCAN
60 55 40 15 24 7 TM6SF2
1542 1434 1516 1255 1495 1556 SUGP1
1873 1714 1873 1843 2379 2636 MAU2
5842 5407 5850 4517 5488 6343 GATAD2A
93 69 77 46 53 54 TSSK6
175 157 182 121 147 135 NDUFA13
285 201 274 191 263 275 YJEFN3
51 51 47 56 83 106 CILP2
215 162 179 234 271 389 PBX4
34 16 20 55 93 68 NA
23 16 19 64 82 87 NA
1438 1172 1275 1326 1645 1856 LPAR2
467 378 412 684 851 973 GMIP
1276 1091 1177 972 1361 1591 ATP13A1
949 862 846 604 731 741 ZNF101
781 687 832 627 584 582 ZNF14
142 98 109 62 75 70 NA
1759 1386 1605 1555 1693 1751 ZNF506
840 623 702 685 720 655 ZNF56P
137 107 117 100 119 106 NA
2265 1938 2369 2085 2183 2403 ZNF253
108 110 102 77 119 97 BNIP3P10
190 165 200 167 178 239 NA
2691 2449 2949 1970 2140 2331 ZNF93
46 28 44 54 51 41 BNIP3P47
1381 1185 1364 1091 1173 1209 ZNF682
60 64 55 66 87 77 NA
1335 1223 1427 796 906 934 ZNF90
1795 1604 1693 2083 2301 2565 NA
1430 1151 1430 916 1046 938 ZNF486
165 126 140 196 228 240 NA
279 272 348 622 597 637 NA
87 68 75 163 167 178 BNIP3P17
1158 1084 1178 786 991 887 ZNF826P
83 58 58 50 55 55 NA
55 70 63 55 58 68 BNIP3P22
2306 1783 1987 1868 2112 2234 ZNF737
971 861 1042 964 946 1082 ZNF626
77 63 85 62 78 61 NA
1134 1054 1164 1090 1288 1417 ZNF66
55 42 48 30 56 39 BNIP3P24
1960 1726 1995 1209 1417 1405 ZNF85
149 120 114 99 111 132 NA
133 139 133 49 73 76 NA
870 862 927 837 855 973 ZNF430
5194 4525 5255 4620 5070 5300 ZNF714
3012 2533 2766 2637 2866 3049 ZNF431
123 100 122 106 80 106 RPL7AP10
3688 3155 3421 3855 4201 4510 ZNF708
41 52 36 57 63 72 BNIP3P25
4431 4024 4219 2947 3221 3104 ZNF738
2727 2191 2581 2086 2302 2451 ZNF493
209 168 209 125 154 168 NA
2217 1945 2131 1499 1599 1682 LOC105372321
919 789 849 4 5 8 LINC00664
1296 1008 1290 706 825 863 ZNF429
1635 1517 1678 1529 1532 1607 ZNF100
54 58 66 78 59 83 CCNYL6
6795 5752 6865 5328 5761 6140 ZNF43
131 103 93 173 186 204 NA
648 644 679 669 816 786 NA
2339 2073 2571 1809 2102 2191 ZNF730
82 91 85 125 130 123 BNIP3P37
117 107 118 159 172 181 NA
94 73 95 92 117 115 NA
990 788 1005 758 766 837 ZNF724
513 427 457 556 688 703 NA
855 679 730 944 1117 1133 NA
46 37 53 43 36 34 NA
9839 7995 10065 7266 7506 8737 ZNF91
179 128 150 211 275 256 NA
43 52 35 43 66 51 NA
1419 1141 1342 827 1096 1005 LINC01224
72 59 68 56 76 81 NA
1416 1156 1499 1085 1256 1408 ZNF675
1675 1387 1693 1138 1257 1195 ZNF681
2263 1844 2100 1004 1270 1202 RPSA2
36 43 41 50 50 49 NA
30 26 42 30 44 40 NA
36 30 35 56 51 50 BNIP3P39
190 163 174 114 181 200 NA
839 776 846 343 357 348 ZNF726
310 249 306 91 113 107 NA
82 65 99 29 23 34 NA
3467 2790 2888 4310 5154 5299 NA
5255 4193 5198 3692 3988 3771 ZNF254
419 333 361 369 495 507 NA
77 53 61 62 94 98 BNIP3P40
38 30 35 70 60 78 NA
2566 2000 2403 2207 2313 2376 LINC00662
181 137 136 179 227 294 NA
529 448 549 417 490 527 LINC02987
66 46 55 51 60 66 NA
481 433 444 199 216 251 LOC100420587
159 91 108 57 70 83 ERVE-5
72 72 78 47 48 47 NA
3042 2675 3058 1684 1982 1958 UQCRFS1
7 12 11 43 57 50 VSTM2B
1136 1033 1139 713 831 866 POP4
1410 1120 1304 1142 1380 1456 C19orf12
811 827 943 357 398 466 CCNE1
4383 3577 4246 2338 2503 2601 URI1
61 38 52 26 58 38 RPL9P32
62 66 82 58 80 50 NA
43 35 39 36 42 57 NA
1393 1107 1224 1223 1390 1648 ZNF536
39 27 21 39 46 45 NA
182 150 166 171 157 191 NA
174 132 158 100 115 112 TSHZ3
3903 3415 3910 2773 2851 3040 ZNF507
239 214 246 117 138 151 DPY19L3-DT
6180 5232 5745 5124 5320 5616 DPY19L3
2892 2739 3044 1320 1515 1658 PDCD5
1989 1707 1944 1373 1552 1490 ANKRD27
60 46 28 51 38 46 NA
50 54 43 36 35 57 NA
215 174 172 172 201 246 NUDT19
20 21 26 56 64 80 SLC7A9
2304 2064 2292 2804 3266 3585 CEP89
126 116 152 132 167 179 FAAP24
334 293 287 368 363 376 RHPN2
976 858 1003 757 801 766 GPATCH1
93 74 64 58 58 61 WDR88
178 151 149 82 89 81 NA
1082 978 1049 865 1366 1598 LRP3
44 63 48 4 16 10 CEBPA-DT
4983 4311 4859 2422 2641 2863 CEBPG
902 847 977 833 1181 1229 PEPD
67 59 57 20 15 11 LOC105372370
92 62 74 90 114 141 CHST8
2360 2120 2334 1768 2030 2341 KCTD15
9078 8031 9164 6098 6704 7233 LSM14A
2007 1768 1872 1125 1311 1438 GARRE1
5483 4425 4897 3132 3816 4273 GPI
70 108 112 57 90 83 PDCD2L
12780 11069 12590 7093 7492 7886 UBA2
1397 1150 1273 680 857 859 WTIP
21 31 32 45 41 46 SCGB2B2
2767 2200 2614 1829 2045 2151 ZNF302
1073 905 1026 782 834 810 ZNF181
541 396 452 345 402 437 ZNF599
259 191 184 145 184 220 LINC01801
151 125 142 151 174 159 NA
70 36 40 53 59 67 LINC02965
725 519 618 388 434 438 ZNF30
49 58 63 75 78 58 NA
475 324 363 268 326 347 ZNF792
2213 1836 1934 1233 1690 1970 GRAMD1A
29 25 18 30 42 39 HPN-AS1
35 23 26 41 40 35 SCN1B
706 443 498 27 33 47 LGI4
250 192 202 36 46 49 FXYD7
1027 790 853 98 126 179 FXYD5
427 413 376 241 335 384 LSR
80 81 91 80 72 98 NA
219 187 172 170 202 208 NA
1951 1599 1890 1220 1495 1702 USF2
682 556 595 221 276 329 TMEM147-AS1
908 828 897 476 612 706 TMEM147
1259 1155 1313 862 1095 1181 HAUS5
1466 1292 1527 996 1309 1505 RBM42
76 57 92 59 58 51 ETV2
5216 4497 5074 2224 3038 2921 COX6B1
140 122 144 52 90 100 ZBTB32
2552 2292 2549 2331 2804 3459 KMT2B
245 192 220 96 153 169 PSENEN
47 49 42 44 62 50 LIN37
1101 978 1040 1084 1324 1485 PROSER3
1650 1405 1395 1631 2453 2795 ARHGAP33
52 30 43 33 56 42 TEX14BP
539 421 431 287 397 374 KIRREL2
4114 3398 3564 4279 5621 6468 APLP1
120 83 91 58 86 69 NFKBID
727 655 743 821 1084 1357 LRFN3
24 18 24 41 41 47 NA
394 305 329 184 264 276 SDHAF1
122 122 146 59 65 82 ALKBH6
71 59 90 63 80 67 LOC101927572
3838 2887 2953 2850 4121 4682 CLIP3
351 301 317 183 245 281 THAP8
1683 1533 1631 1284 1619 1709 WDR62
177 158 183 105 125 141 POLR2I
1918 1721 1877 1368 1839 2018 TBCB
3969 3284 3749 2704 3477 3875 CAPNS1
39 47 52 52 69 55 COX7A1
66 63 40 46 69 61 NA
292 205 278 201 221 252 ZNF565
9592 8080 9909 5984 6140 6520 ZNF146
87 64 76 72 89 82 NA
1739 1585 1728 1458 1676 1685 LINC00665
2421 1739 2196 1516 1502 1626 ZFP14
1518 1314 1410 1351 1517 1647 ZFP82
1305 1090 1325 986 1026 1049 ZNF566
4167 3863 4501 3612 3765 3964 ZNF260
35 42 47 26 37 32 NA
1548 1313 1497 904 1024 1061 ZNF529
618 507 523 362 393 406 ZNF529-AS1
1552 1280 1394 1481 1579 1599 ZNF382
695 546 565 431 492 473 ZNF461
114 78 105 112 130 106 NA
178 121 156 124 132 157 NA
344 261 280 215 244 302 NA
1174 888 1007 637 630 706 ZNF567
